"File","Line","Class","MemberOrReference","NativeType","Creator","Owner","Readers","DiligentReachable","LegacyOnly","ToolDebugOnly","Category","M13AAction"
"src/EterGrnLib/Model.cpp","75","CGrannyMaterial/CGrannyModel/CGrannyModelInstance","LPDIRECT3DINDEXBUFFER9 CGrannyModel::GetD3DIndexBuffer() const","LPDIRECT3DINDEXBUFFER9","material images and model/deform buffers","image refs/model/local or shared deform wrapper","Actor and static-object submissions; native mesh loops","True","False","False","A","neutral material bindings and CPU geometry existence tests; no Granny algorithm change"
"src/EterGrnLib/Model.cpp","77","CGrannyMaterial/CGrannyModel/CGrannyModelInstance","return m_idxBuf.GetD3DIndexBuffer();","wrapper/native creation or getter (see statement)","material images and model/deform buffers","image refs/model/local or shared deform wrapper","Actor and static-object submissions; native mesh loops","True","False","False","A","neutral material bindings and CPU geometry existence tests; no Granny algorithm change"
"src/EterGrnLib/Model.cpp","80","CGrannyMaterial/CGrannyModel/CGrannyModelInstance","LPDIRECT3DVERTEXBUFFER9 CGrannyModel::GetPNTD3DVertexBuffer() const","LPDIRECT3DVERTEXBUFFER9","material images and model/deform buffers","image refs/model/local or shared deform wrapper","Actor and static-object submissions; native mesh loops","True","False","False","A","neutral material bindings and CPU geometry existence tests; no Granny algorithm change"
"src/EterGrnLib/Model.cpp","82","CGrannyMaterial/CGrannyModel/CGrannyModelInstance","return m_pntVtxBuf.GetD3DVertexBuffer();","wrapper/native creation or getter (see statement)","material images and model/deform buffers","image refs/model/local or shared deform wrapper","Actor and static-object submissions; native mesh loops","True","False","False","A","neutral material bindings and CPU geometry existence tests; no Granny algorithm change"
"src/EterGrnLib/Model.h","43","CGrannyMaterial/CGrannyModel/CGrannyModelInstance","LPDIRECT3DVERTEXBUFFER9 GetPNTD3DVertexBuffer() const;","LPDIRECT3DVERTEXBUFFER9","material images and model/deform buffers","image refs/model/local or shared deform wrapper","Actor and static-object submissions; native mesh loops","True","False","False","A","neutral material bindings and CPU geometry existence tests; no Granny algorithm change"
"src/EterGrnLib/Model.h","44","CGrannyMaterial/CGrannyModel/CGrannyModelInstance","LPDIRECT3DINDEXBUFFER9 GetD3DIndexBuffer() const;","LPDIRECT3DINDEXBUFFER9","material images and model/deform buffers","image refs/model/local or shared deform wrapper","Actor and static-object submissions; native mesh loops","True","False","False","A","neutral material bindings and CPU geometry existence tests; no Granny algorithm change"
"src/EterGrnLib/ModelInstance.h","147","CGrannyMaterial/CGrannyModel/CGrannyModelInstance","IDirect3DVertexBuffer9* __GetDeformableD3DVertexBufferPtr();","IDirect3DVertexBuffer9","material images and model/deform buffers","image refs/model/local or shared deform wrapper","Actor and static-object submissions; native mesh loops","True","False","False","A","neutral material bindings and CPU geometry existence tests; no Granny algorithm change"
"src/EterGrnLib/ModelInstanceModel.cpp","214","CGrannyMaterial/CGrannyModel/CGrannyModelInstance","IDirect3DVertexBuffer9* CGrannyModelInstance::__GetDeformableD3DVertexBufferPtr()","IDirect3DVertexBuffer9","material images and model/deform buffers","image refs/model/local or shared deform wrapper","Actor and static-object submissions; native mesh loops","True","False","False","A","neutral material bindings and CPU geometry existence tests; no Granny algorithm change"
"src/EterGrnLib/ModelInstanceModel.cpp","216","CGrannyMaterial/CGrannyModel/CGrannyModelInstance","return __GetDeformableVertexBufferRef().GetD3DVertexBuffer();","wrapper/native creation or getter (see statement)","material images and model/deform buffers","image refs/model/local or shared deform wrapper","Actor and static-object submissions; native mesh loops","True","False","False","A","neutral material bindings and CPU geometry existence tests; no Granny algorithm change"
"src/EterGrnLib/ModelInstanceRender.cpp","65","CGrannyMaterial/CGrannyModel/CGrannyModelInstance","LPDIRECT3DVERTEXBUFFER9 lpd3dDeformPNTVtxBuf = __GetDeformableD3DVertexBufferPtr();","LPDIRECT3DVERTEXBUFFER9","material images and model/deform buffers","image refs/model/local or shared deform wrapper","Actor and static-object submissions; native mesh loops","True","False","False","A","neutral material bindings and CPU geometry existence tests; no Granny algorithm change"
"src/EterGrnLib/ModelInstanceRender.cpp","68","CGrannyMaterial/CGrannyModel/CGrannyModelInstance","LPDIRECT3DVERTEXBUFFER9 lpd3dRigidPNTVtxBuf = m_pModel->GetPNTD3DVertexBuffer();","LPDIRECT3DVERTEXBUFFER9","material images and model/deform buffers","image refs/model/local or shared deform wrapper","Actor and static-object submissions; native mesh loops","True","False","False","A","neutral material bindings and CPU geometry existence tests; no Granny algorithm change"
"src/EterGrnLib/ModelInstanceRender.cpp","88","CGrannyMaterial/CGrannyModel/CGrannyModelInstance","LPDIRECT3DVERTEXBUFFER9 lpd3dDeformPNTVtxBuf = __GetDeformableD3DVertexBufferPtr();","LPDIRECT3DVERTEXBUFFER9","material images and model/deform buffers","image refs/model/local or shared deform wrapper","Actor and static-object submissions; native mesh loops","True","False","False","A","neutral material bindings and CPU geometry existence tests; no Granny algorithm change"
"src/EterGrnLib/ModelInstanceRender.cpp","90","CGrannyMaterial/CGrannyModel/CGrannyModelInstance","LPDIRECT3DVERTEXBUFFER9 lpd3dRigidPNTVtxBuf = m_pModel->GetPNTD3DVertexBuffer();","LPDIRECT3DVERTEXBUFFER9","material images and model/deform buffers","image refs/model/local or shared deform wrapper","Actor and static-object submissions; native mesh loops","True","False","False","A","neutral material bindings and CPU geometry existence tests; no Granny algorithm change"
"src/EterGrnLib/ModelInstanceRender.cpp","117","CGrannyMaterial/CGrannyModel/CGrannyModelInstance","LPDIRECT3DVERTEXBUFFER9 lpd3dDeformPNTVtxBuf = __GetDeformableD3DVertexBufferPtr();","LPDIRECT3DVERTEXBUFFER9","material images and model/deform buffers","image refs/model/local or shared deform wrapper","Actor and static-object submissions; native mesh loops","True","False","False","A","neutral material bindings and CPU geometry existence tests; no Granny algorithm change"
"src/EterGrnLib/ModelInstanceRender.cpp","119","CGrannyMaterial/CGrannyModel/CGrannyModelInstance","LPDIRECT3DVERTEXBUFFER9 lpd3dRigidPNTVtxBuf = m_pModel->GetPNTD3DVertexBuffer();","LPDIRECT3DVERTEXBUFFER9","material images and model/deform buffers","image refs/model/local or shared deform wrapper","Actor and static-object submissions; native mesh loops","True","False","False","A","neutral material bindings and CPU geometry existence tests; no Granny algorithm change"
"src/EterGrnLib/ModelInstanceRender.cpp","139","CGrannyMaterial/CGrannyModel/CGrannyModelInstance","LPDIRECT3DVERTEXBUFFER9 lpd3dDeformPNTVtxBuf = __GetDeformableD3DVertexBufferPtr();","LPDIRECT3DVERTEXBUFFER9","material images and model/deform buffers","image refs/model/local or shared deform wrapper","Actor and static-object submissions; native mesh loops","True","False","False","A","neutral material bindings and CPU geometry existence tests; no Granny algorithm change"
"src/EterGrnLib/ModelInstanceRender.cpp","141","CGrannyMaterial/CGrannyModel/CGrannyModelInstance","LPDIRECT3DVERTEXBUFFER9 lpd3dRigidPNTVtxBuf = m_pModel->GetPNTD3DVertexBuffer();","LPDIRECT3DVERTEXBUFFER9","material images and model/deform buffers","image refs/model/local or shared deform wrapper","Actor and static-object submissions; native mesh loops","True","False","False","A","neutral material bindings and CPU geometry existence tests; no Granny algorithm change"
"src/EterGrnLib/ModelInstanceRender.cpp","168","CGrannyMaterial/CGrannyModel/CGrannyModelInstance","LPDIRECT3DVERTEXBUFFER9 lpd3dDeformPNTVtxBuf = __GetDeformableD3DVertexBufferPtr();","LPDIRECT3DVERTEXBUFFER9","material images and model/deform buffers","image refs/model/local or shared deform wrapper","Actor and static-object submissions; native mesh loops","True","False","False","A","neutral material bindings and CPU geometry existence tests; no Granny algorithm change"
"src/EterGrnLib/ModelInstanceRender.cpp","170","CGrannyMaterial/CGrannyModel/CGrannyModelInstance","LPDIRECT3DVERTEXBUFFER9 lpd3dRigidPNTVtxBuf = m_pModel->GetPNTD3DVertexBuffer();","LPDIRECT3DVERTEXBUFFER9","material images and model/deform buffers","image refs/model/local or shared deform wrapper","Actor and static-object submissions; native mesh loops","True","False","False","A","neutral material bindings and CPU geometry existence tests; no Granny algorithm change"
"src/EterGrnLib/ModelInstanceRender.cpp","199","CGrannyMaterial/CGrannyModel/CGrannyModelInstance","LPDIRECT3DINDEXBUFFER9 lpd3dIdxBuf = m_pModel->GetD3DIndexBuffer();","LPDIRECT3DINDEXBUFFER9","material images and model/deform buffers","image refs/model/local or shared deform wrapper","Actor and static-object submissions; native mesh loops","True","False","False","A","neutral material bindings and CPU geometry existence tests; no Granny algorithm change"
"src/EterGrnLib/ModelInstanceRender.cpp","251","CGrannyMaterial/CGrannyModel/CGrannyModelInstance","LPDIRECT3DINDEXBUFFER9 lpd3dIdxBuf = m_pModel->GetD3DIndexBuffer();","LPDIRECT3DINDEXBUFFER9","material images and model/deform buffers","image refs/model/local or shared deform wrapper","Actor and static-object submissions; native mesh loops","True","False","False","A","neutral material bindings and CPU geometry existence tests; no Granny algorithm change"
"src/EterGrnLib/ModelInstanceRender.cpp","272","CGrannyMaterial/CGrannyModel/CGrannyModelInstance","STATEMANAGER.SetTexture(0, rkMtrl.GetD3DTexture(0));","wrapper/native creation or getter (see statement)","material images and model/deform buffers","image refs/model/local or shared deform wrapper","Actor and static-object submissions; native mesh loops","True","False","False","A","neutral material bindings and CPU geometry existence tests; no Granny algorithm change"
"src/EterGrnLib/ModelInstanceRender.cpp","273","CGrannyMaterial/CGrannyModel/CGrannyModelInstance","STATEMANAGER.SetTexture(1, rkMtrl.GetD3DTexture(1));","wrapper/native creation or getter (see statement)","material images and model/deform buffers","image refs/model/local or shared deform wrapper","Actor and static-object submissions; native mesh loops","True","False","False","A","neutral material bindings and CPU geometry existence tests; no Granny algorithm change"
"src/EterGrnLib/ModelInstanceRender.cpp","292","CGrannyMaterial/CGrannyModel/CGrannyModelInstance","LPDIRECT3DINDEXBUFFER9 lpd3dIdxBuf = m_pModel->GetD3DIndexBuffer();","LPDIRECT3DINDEXBUFFER9","material images and model/deform buffers","image refs/model/local or shared deform wrapper","Actor and static-object submissions; native mesh loops","True","False","False","A","neutral material bindings and CPU geometry existence tests; no Granny algorithm change"
"src/EterImageLib/DDSTextureLoader9.cpp","781","DirectX DDS loader","_Outptr_ LPDIRECT3DBASETEXTURE9* texture,","LPDIRECT3DBASETEXTURE9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","822","DirectX DDS loader","ComPtr<IDirect3DVolumeTexture9> pTexture;","IDirect3DVolumeTexture9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","823","DirectX DDS loader","hr = device->CreateVolumeTexture(iWidth, iHeight, iDepth, iMipCount,","wrapper/native creation or getter (see statement)","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","828","DirectX DDS loader","ComPtr<IDirect3DVolumeTexture9> pStagingTexture;","IDirect3DVolumeTexture9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","831","DirectX DDS loader","hr = device->CreateVolumeTexture(iWidth, iHeight, iDepth, iMipCount,","wrapper/native creation or getter (see statement)","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","920","DirectX DDS loader","ComPtr<IDirect3DCubeTexture9> pTexture;","IDirect3DCubeTexture9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","921","DirectX DDS loader","hr = device->CreateCubeTexture(iWidth, iMipCount,","wrapper/native creation or getter (see statement)","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","926","DirectX DDS loader","ComPtr<IDirect3DCubeTexture9> pStagingTexture;","IDirect3DCubeTexture9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","929","DirectX DDS loader","hr = device->CreateCubeTexture(iWidth, iMipCount,","wrapper/native creation or getter (see statement)","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","1012","DirectX DDS loader","ComPtr<IDirect3DTexture9> pTexture;","IDirect3DTexture9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","1013","DirectX DDS loader","hr = device->CreateTexture(iWidth, iHeight, iMipCount,","wrapper/native creation or getter (see statement)","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","1019","DirectX DDS loader","ComPtr<IDirect3DTexture9> pStagingTexture;","IDirect3DTexture9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","1022","DirectX DDS loader","hr = device->CreateTexture(iWidth, iHeight, iMipCount,","wrapper/native creation or getter (see statement)","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","1095","DirectX DDS loader","LPDIRECT3DBASETEXTURE9* texture,","LPDIRECT3DBASETEXTURE9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","1148","DirectX DDS loader","LPDIRECT3DBASETEXTURE9* texture) noexcept","LPDIRECT3DBASETEXTURE9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","1190","DirectX DDS loader","LPDIRECT3DTEXTURE9* texture,","LPDIRECT3DTEXTURE9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","1201","DirectX DDS loader","ComPtr<IDirect3DBaseTexture9> tex;","IDirect3DBaseTexture9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","1208","DirectX DDS loader","*texture = static_cast<LPDIRECT3DTEXTURE9>(tex.Detach());","LPDIRECT3DTEXTURE9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","1221","DirectX DDS loader","LPDIRECT3DCUBETEXTURE9* texture) noexcept","LPDIRECT3DCUBETEXTURE9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","1231","DirectX DDS loader","ComPtr<IDirect3DBaseTexture9> tex;","IDirect3DBaseTexture9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","1238","DirectX DDS loader","*texture = static_cast<LPDIRECT3DCUBETEXTURE9>(tex.Detach());","LPDIRECT3DCUBETEXTURE9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","1251","DirectX DDS loader","LPDIRECT3DVOLUMETEXTURE9* texture) noexcept","LPDIRECT3DVOLUMETEXTURE9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","1261","DirectX DDS loader","ComPtr<IDirect3DBaseTexture9> tex;","IDirect3DBaseTexture9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","1268","DirectX DDS loader","*texture = static_cast<LPDIRECT3DVOLUMETEXTURE9>(tex.Detach());","LPDIRECT3DVOLUMETEXTURE9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","1285","DirectX DDS loader","LPDIRECT3DTEXTURE9* texture) noexcept","LPDIRECT3DTEXTURE9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","1295","DirectX DDS loader","ComPtr<IDirect3DBaseTexture9> tex;","IDirect3DBaseTexture9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","1302","DirectX DDS loader","*texture = static_cast<LPDIRECT3DTEXTURE9>(tex.Detach());","LPDIRECT3DTEXTURE9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","1317","DirectX DDS loader","LPDIRECT3DCUBETEXTURE9* texture) noexcept","LPDIRECT3DCUBETEXTURE9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","1327","DirectX DDS loader","ComPtr<IDirect3DBaseTexture9> tex;","IDirect3DBaseTexture9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","1334","DirectX DDS loader","*texture = static_cast<LPDIRECT3DCUBETEXTURE9>(tex.Detach());","LPDIRECT3DCUBETEXTURE9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","1349","DirectX DDS loader","LPDIRECT3DVOLUMETEXTURE9* texture) noexcept","LPDIRECT3DVOLUMETEXTURE9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","1359","DirectX DDS loader","ComPtr<IDirect3DBaseTexture9> tex;","IDirect3DBaseTexture9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","1366","DirectX DDS loader","*texture = static_cast<LPDIRECT3DVOLUMETEXTURE9>(tex.Detach());","LPDIRECT3DVOLUMETEXTURE9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","1380","DirectX DDS loader","LPDIRECT3DBASETEXTURE9* texture,","LPDIRECT3DBASETEXTURE9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","1393","DirectX DDS loader","LPDIRECT3DBASETEXTURE9* texture) noexcept","LPDIRECT3DBASETEXTURE9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","1435","DirectX DDS loader","LPDIRECT3DTEXTURE9* texture,","LPDIRECT3DTEXTURE9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","1446","DirectX DDS loader","ComPtr<IDirect3DBaseTexture9> tex;","IDirect3DBaseTexture9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","1453","DirectX DDS loader","*texture = static_cast<LPDIRECT3DTEXTURE9>(tex.Detach());","LPDIRECT3DTEXTURE9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","1465","DirectX DDS loader","LPDIRECT3DCUBETEXTURE9* texture) noexcept","LPDIRECT3DCUBETEXTURE9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","1475","DirectX DDS loader","ComPtr<IDirect3DBaseTexture9> tex;","IDirect3DBaseTexture9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
