"File","Line","Class","MemberOrReference","NativeType","Creator","Owner","Readers","DiligentReachable","LegacyOnly","ToolDebugOnly","Category","M13AAction"
"src/EterGrnLib/ModelInstanceModel.cpp","214","CGrannyMaterial/CGrannyModel/CGrannyModelInstance","IDirect3DVertexBuffer9* CGrannyModelInstance::__GetDeformableD3DVertexBufferPtr()","IDirect3DVertexBuffer9","material images and model/deform buffers","image refs/model/local or shared deform wrapper","Actor and static-object submissions; native mesh loops","True","False","False","A","neutral material bindings and CPU geometry existence tests; no Granny algorithm change"
"src/EterGrnLib/ModelInstanceModel.cpp","216","CGrannyMaterial/CGrannyModel/CGrannyModelInstance","return __GetDeformableVertexBufferRef().GetD3DVertexBuffer();","wrapper/native creation or getter (see statement)","material images and model/deform buffers","image refs/model/local or shared deform wrapper","Actor and static-object submissions; native mesh loops","True","False","False","A","neutral material bindings and CPU geometry existence tests; no Granny algorithm change"
"src/EterGrnLib/ModelInstanceRender.cpp","65","CGrannyMaterial/CGrannyModel/CGrannyModelInstance","LPDIRECT3DVERTEXBUFFER9 lpd3dDeformPNTVtxBuf = __GetDeformableD3DVertexBufferPtr();","LPDIRECT3DVERTEXBUFFER9","material images and model/deform buffers","image refs/model/local or shared deform wrapper","Actor and static-object submissions; native mesh loops","True","False","False","A","neutral material bindings and CPU geometry existence tests; no Granny algorithm change"
"src/EterGrnLib/ModelInstanceRender.cpp","68","CGrannyMaterial/CGrannyModel/CGrannyModelInstance","LPDIRECT3DVERTEXBUFFER9 lpd3dRigidPNTVtxBuf = m_pModel->GetPNTD3DVertexBuffer();","LPDIRECT3DVERTEXBUFFER9","material images and model/deform buffers","image refs/model/local or shared deform wrapper","Actor and static-object submissions; native mesh loops","True","False","False","A","neutral material bindings and CPU geometry existence tests; no Granny algorithm change"
"src/EterGrnLib/ModelInstanceRender.cpp","88","CGrannyMaterial/CGrannyModel/CGrannyModelInstance","LPDIRECT3DVERTEXBUFFER9 lpd3dDeformPNTVtxBuf = __GetDeformableD3DVertexBufferPtr();","LPDIRECT3DVERTEXBUFFER9","material images and model/deform buffers","image refs/model/local or shared deform wrapper","Actor and static-object submissions; native mesh loops","True","False","False","A","neutral material bindings and CPU geometry existence tests; no Granny algorithm change"
"src/EterGrnLib/ModelInstanceRender.cpp","90","CGrannyMaterial/CGrannyModel/CGrannyModelInstance","LPDIRECT3DVERTEXBUFFER9 lpd3dRigidPNTVtxBuf = m_pModel->GetPNTD3DVertexBuffer();","LPDIRECT3DVERTEXBUFFER9","material images and model/deform buffers","image refs/model/local or shared deform wrapper","Actor and static-object submissions; native mesh loops","True","False","False","A","neutral material bindings and CPU geometry existence tests; no Granny algorithm change"
"src/EterGrnLib/ModelInstanceRender.cpp","117","CGrannyMaterial/CGrannyModel/CGrannyModelInstance","LPDIRECT3DVERTEXBUFFER9 lpd3dDeformPNTVtxBuf = __GetDeformableD3DVertexBufferPtr();","LPDIRECT3DVERTEXBUFFER9","material images and model/deform buffers","image refs/model/local or shared deform wrapper","Actor and static-object submissions; native mesh loops","True","False","False","A","neutral material bindings and CPU geometry existence tests; no Granny algorithm change"
"src/EterGrnLib/ModelInstanceRender.cpp","119","CGrannyMaterial/CGrannyModel/CGrannyModelInstance","LPDIRECT3DVERTEXBUFFER9 lpd3dRigidPNTVtxBuf = m_pModel->GetPNTD3DVertexBuffer();","LPDIRECT3DVERTEXBUFFER9","material images and model/deform buffers","image refs/model/local or shared deform wrapper","Actor and static-object submissions; native mesh loops","True","False","False","A","neutral material bindings and CPU geometry existence tests; no Granny algorithm change"
"src/EterGrnLib/ModelInstanceRender.cpp","139","CGrannyMaterial/CGrannyModel/CGrannyModelInstance","LPDIRECT3DVERTEXBUFFER9 lpd3dDeformPNTVtxBuf = __GetDeformableD3DVertexBufferPtr();","LPDIRECT3DVERTEXBUFFER9","material images and model/deform buffers","image refs/model/local or shared deform wrapper","Actor and static-object submissions; native mesh loops","True","False","False","A","neutral material bindings and CPU geometry existence tests; no Granny algorithm change"
"src/EterGrnLib/ModelInstanceRender.cpp","141","CGrannyMaterial/CGrannyModel/CGrannyModelInstance","LPDIRECT3DVERTEXBUFFER9 lpd3dRigidPNTVtxBuf = m_pModel->GetPNTD3DVertexBuffer();","LPDIRECT3DVERTEXBUFFER9","material images and model/deform buffers","image refs/model/local or shared deform wrapper","Actor and static-object submissions; native mesh loops","True","False","False","A","neutral material bindings and CPU geometry existence tests; no Granny algorithm change"
"src/EterGrnLib/ModelInstanceRender.cpp","168","CGrannyMaterial/CGrannyModel/CGrannyModelInstance","LPDIRECT3DVERTEXBUFFER9 lpd3dDeformPNTVtxBuf = __GetDeformableD3DVertexBufferPtr();","LPDIRECT3DVERTEXBUFFER9","material images and model/deform buffers","image refs/model/local or shared deform wrapper","Actor and static-object submissions; native mesh loops","True","False","False","A","neutral material bindings and CPU geometry existence tests; no Granny algorithm change"
"src/EterGrnLib/ModelInstanceRender.cpp","170","CGrannyMaterial/CGrannyModel/CGrannyModelInstance","LPDIRECT3DVERTEXBUFFER9 lpd3dRigidPNTVtxBuf = m_pModel->GetPNTD3DVertexBuffer();","LPDIRECT3DVERTEXBUFFER9","material images and model/deform buffers","image refs/model/local or shared deform wrapper","Actor and static-object submissions; native mesh loops","True","False","False","A","neutral material bindings and CPU geometry existence tests; no Granny algorithm change"
"src/EterGrnLib/ModelInstanceRender.cpp","199","CGrannyMaterial/CGrannyModel/CGrannyModelInstance","LPDIRECT3DINDEXBUFFER9 lpd3dIdxBuf = m_pModel->GetD3DIndexBuffer();","LPDIRECT3DINDEXBUFFER9","material images and model/deform buffers","image refs/model/local or shared deform wrapper","Actor and static-object submissions; native mesh loops","True","False","False","A","neutral material bindings and CPU geometry existence tests; no Granny algorithm change"
"src/EterGrnLib/ModelInstanceRender.cpp","251","CGrannyMaterial/CGrannyModel/CGrannyModelInstance","LPDIRECT3DINDEXBUFFER9 lpd3dIdxBuf = m_pModel->GetD3DIndexBuffer();","LPDIRECT3DINDEXBUFFER9","material images and model/deform buffers","image refs/model/local or shared deform wrapper","Actor and static-object submissions; native mesh loops","True","False","False","A","neutral material bindings and CPU geometry existence tests; no Granny algorithm change"
"src/EterGrnLib/ModelInstanceRender.cpp","292","CGrannyMaterial/CGrannyModel/CGrannyModelInstance","LPDIRECT3DINDEXBUFFER9 lpd3dIdxBuf = m_pModel->GetD3DIndexBuffer();","LPDIRECT3DINDEXBUFFER9","material images and model/deform buffers","image refs/model/local or shared deform wrapper","Actor and static-object submissions; native mesh loops","True","False","False","A","neutral material bindings and CPU geometry existence tests; no Granny algorithm change"
"src/EterImageLib/DDSTextureLoader9.cpp","782","DirectX DDS loader","_Outptr_ LPDIRECT3DBASETEXTURE9* texture,","LPDIRECT3DBASETEXTURE9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","823","DirectX DDS loader","ComPtr<IDirect3DVolumeTexture9> pTexture;","IDirect3DVolumeTexture9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","824","DirectX DDS loader","hr = M2_NATIVE_RESOURCE(VolumeTexture, device->CreateVolumeTexture(iWidth, iHeight, iDepth, iMipCount,","wrapper/native creation or getter (see statement)","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","829","DirectX DDS loader","ComPtr<IDirect3DVolumeTexture9> pStagingTexture;","IDirect3DVolumeTexture9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","832","DirectX DDS loader","hr = M2_NATIVE_RESOURCE(VolumeTexture, device->CreateVolumeTexture(iWidth, iHeight, iDepth, iMipCount,","wrapper/native creation or getter (see statement)","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","921","DirectX DDS loader","ComPtr<IDirect3DCubeTexture9> pTexture;","IDirect3DCubeTexture9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","922","DirectX DDS loader","hr = M2_NATIVE_RESOURCE(CubeTexture, device->CreateCubeTexture(iWidth, iMipCount,","wrapper/native creation or getter (see statement)","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","927","DirectX DDS loader","ComPtr<IDirect3DCubeTexture9> pStagingTexture;","IDirect3DCubeTexture9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","930","DirectX DDS loader","hr = M2_NATIVE_RESOURCE(CubeTexture, device->CreateCubeTexture(iWidth, iMipCount,","wrapper/native creation or getter (see statement)","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","1013","DirectX DDS loader","ComPtr<IDirect3DTexture9> pTexture;","IDirect3DTexture9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","1014","DirectX DDS loader","hr = M2_NATIVE_RESOURCE(Texture, device->CreateTexture(iWidth, iHeight, iMipCount,","wrapper/native creation or getter (see statement)","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","1020","DirectX DDS loader","ComPtr<IDirect3DTexture9> pStagingTexture;","IDirect3DTexture9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","1023","DirectX DDS loader","hr = M2_NATIVE_RESOURCE(Texture, device->CreateTexture(iWidth, iHeight, iMipCount,","wrapper/native creation or getter (see statement)","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","1096","DirectX DDS loader","LPDIRECT3DBASETEXTURE9* texture,","LPDIRECT3DBASETEXTURE9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","1149","DirectX DDS loader","LPDIRECT3DBASETEXTURE9* texture) noexcept","LPDIRECT3DBASETEXTURE9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","1191","DirectX DDS loader","LPDIRECT3DTEXTURE9* texture,","LPDIRECT3DTEXTURE9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","1202","DirectX DDS loader","ComPtr<IDirect3DBaseTexture9> tex;","IDirect3DBaseTexture9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","1209","DirectX DDS loader","*texture = static_cast<LPDIRECT3DTEXTURE9>(tex.Detach());","LPDIRECT3DTEXTURE9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","1222","DirectX DDS loader","LPDIRECT3DCUBETEXTURE9* texture) noexcept","LPDIRECT3DCUBETEXTURE9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","1232","DirectX DDS loader","ComPtr<IDirect3DBaseTexture9> tex;","IDirect3DBaseTexture9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","1239","DirectX DDS loader","*texture = static_cast<LPDIRECT3DCUBETEXTURE9>(tex.Detach());","LPDIRECT3DCUBETEXTURE9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","1252","DirectX DDS loader","LPDIRECT3DVOLUMETEXTURE9* texture) noexcept","LPDIRECT3DVOLUMETEXTURE9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","1262","DirectX DDS loader","ComPtr<IDirect3DBaseTexture9> tex;","IDirect3DBaseTexture9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","1269","DirectX DDS loader","*texture = static_cast<LPDIRECT3DVOLUMETEXTURE9>(tex.Detach());","LPDIRECT3DVOLUMETEXTURE9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","1286","DirectX DDS loader","LPDIRECT3DTEXTURE9* texture) noexcept","LPDIRECT3DTEXTURE9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","1296","DirectX DDS loader","ComPtr<IDirect3DBaseTexture9> tex;","IDirect3DBaseTexture9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","1303","DirectX DDS loader","*texture = static_cast<LPDIRECT3DTEXTURE9>(tex.Detach());","LPDIRECT3DTEXTURE9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","1318","DirectX DDS loader","LPDIRECT3DCUBETEXTURE9* texture) noexcept","LPDIRECT3DCUBETEXTURE9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","1328","DirectX DDS loader","ComPtr<IDirect3DBaseTexture9> tex;","IDirect3DBaseTexture9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","1335","DirectX DDS loader","*texture = static_cast<LPDIRECT3DCUBETEXTURE9>(tex.Detach());","LPDIRECT3DCUBETEXTURE9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","1350","DirectX DDS loader","LPDIRECT3DVOLUMETEXTURE9* texture) noexcept","LPDIRECT3DVOLUMETEXTURE9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","1360","DirectX DDS loader","ComPtr<IDirect3DBaseTexture9> tex;","IDirect3DBaseTexture9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","1367","DirectX DDS loader","*texture = static_cast<LPDIRECT3DVOLUMETEXTURE9>(tex.Detach());","LPDIRECT3DVOLUMETEXTURE9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","1381","DirectX DDS loader","LPDIRECT3DBASETEXTURE9* texture,","LPDIRECT3DBASETEXTURE9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","1394","DirectX DDS loader","LPDIRECT3DBASETEXTURE9* texture) noexcept","LPDIRECT3DBASETEXTURE9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","1436","DirectX DDS loader","LPDIRECT3DTEXTURE9* texture,","LPDIRECT3DTEXTURE9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","1447","DirectX DDS loader","ComPtr<IDirect3DBaseTexture9> tex;","IDirect3DBaseTexture9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","1454","DirectX DDS loader","*texture = static_cast<LPDIRECT3DTEXTURE9>(tex.Detach());","LPDIRECT3DTEXTURE9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","1466","DirectX DDS loader","LPDIRECT3DCUBETEXTURE9* texture) noexcept","LPDIRECT3DCUBETEXTURE9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","1476","DirectX DDS loader","ComPtr<IDirect3DBaseTexture9> tex;","IDirect3DBaseTexture9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","1483","DirectX DDS loader","*texture = static_cast<LPDIRECT3DCUBETEXTURE9>(tex.Detach());","LPDIRECT3DCUBETEXTURE9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","1495","DirectX DDS loader","LPDIRECT3DVOLUMETEXTURE9* texture) noexcept","LPDIRECT3DVOLUMETEXTURE9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","1505","DirectX DDS loader","ComPtr<IDirect3DBaseTexture9> tex;","IDirect3DBaseTexture9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","1512","DirectX DDS loader","*texture = static_cast<LPDIRECT3DVOLUMETEXTURE9>(tex.Detach());","LPDIRECT3DVOLUMETEXTURE9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","1528","DirectX DDS loader","LPDIRECT3DTEXTURE9* texture) noexcept","LPDIRECT3DTEXTURE9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","1538","DirectX DDS loader","ComPtr<IDirect3DBaseTexture9> tex;","IDirect3DBaseTexture9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","1545","DirectX DDS loader","*texture = static_cast<LPDIRECT3DTEXTURE9>(tex.Detach());","LPDIRECT3DTEXTURE9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","1559","DirectX DDS loader","LPDIRECT3DCUBETEXTURE9* texture) noexcept","LPDIRECT3DCUBETEXTURE9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","1569","DirectX DDS loader","ComPtr<IDirect3DBaseTexture9> tex;","IDirect3DBaseTexture9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
