"File","Line","ClassFunction","GrannyTypeOrSymbol","Purpose","Category","MigrationD1X","ReferenceKind","Source"
"src/EterGrnLib/Deform.cpp","115","DeformPWNT3432toGrannyPNGBT33332D","granny_pnt332_vertex;granny_uint8","Native CPU reference/fallback SSE deformer; mathematics remains unchanged","B","Retain explicitly named legacy CPU adapter; no math rewrite","SDK/adapter symbol","dst = (granny_pnt332_vertex*)((granny_uint8*)dst + DestStride);"
"src/EterGrnLib/Deform.cpp","119","DeformPWNT3432toGrannyPNGBT33332I","granny_int32x","Native CPU reference/fallback SSE deformer; mathematics remains unchanged","G","Retain explicitly named legacy CPU adapter; no math rewrite","SDK/adapter symbol","void DeformPWNT3432toGrannyPNGBT33332I(granny_int32x Count, void const* SourceInit, void* DestInit,"
"src/EterGrnLib/Deform.cpp","120","DeformPWNT3432toGrannyPNGBT33332I","granny_int32x;granny_matrix_4x4","Native CPU reference/fallback SSE deformer; mathematics remains unchanged","G","Retain explicitly named legacy CPU adapter; no math rewrite","SDK/adapter symbol","granny_int32x const* TransformTable, granny_matrix_4x4 const* Transforms,"
"src/EterGrnLib/Deform.cpp","121","DeformPWNT3432toGrannyPNGBT33332I","granny_int32x","Native CPU reference/fallback SSE deformer; mathematics remains unchanged","G","Retain explicitly named legacy CPU adapter; no math rewrite","SDK/adapter symbol","granny_int32x SourceStride, granny_int32x DestStride)"
"src/EterGrnLib/Deform.cpp","123","DeformPWNT3432toGrannyPNGBT33332I","granny_pwnt3432_vertex","Native CPU reference/fallback SSE deformer; mathematics remains unchanged","B","Retain explicitly named legacy CPU adapter; no math rewrite","SDK/adapter symbol","const granny_pwnt3432_vertex* src = (const granny_pwnt3432_vertex*)SourceInit;"
"src/EterGrnLib/Deform.cpp","124","DeformPWNT3432toGrannyPNGBT33332I","granny_pnt332_vertex","Native CPU reference/fallback SSE deformer; mathematics remains unchanged","B","Retain explicitly named legacy CPU adapter; no math rewrite","SDK/adapter symbol","granny_pnt332_vertex* dst = (granny_pnt332_vertex*)DestInit;"
"src/EterGrnLib/Deform.cpp","136","DeformPWNT3432toGrannyPNGBT33332I","granny_uint8","Native CPU reference/fallback SSE deformer; mathematics remains unchanged","D","Retain explicitly named legacy CPU adapter; no math rewrite","SDK/adapter symbol","const granny_uint8 w0 = src->BoneWeights[0];"
"src/EterGrnLib/Deform.cpp","137","DeformPWNT3432toGrannyPNGBT33332I","granny_uint8","Native CPU reference/fallback SSE deformer; mathematics remains unchanged","D","Retain explicitly named legacy CPU adapter; no math rewrite","SDK/adapter symbol","const granny_uint8 w1 = src->BoneWeights[1];"
"src/EterGrnLib/Deform.cpp","138","DeformPWNT3432toGrannyPNGBT33332I","granny_uint8","Native CPU reference/fallback SSE deformer; mathematics remains unchanged","D","Retain explicitly named legacy CPU adapter; no math rewrite","SDK/adapter symbol","const granny_uint8 w2 = src->BoneWeights[2];"
"src/EterGrnLib/Deform.cpp","139","DeformPWNT3432toGrannyPNGBT33332I","granny_uint8","Native CPU reference/fallback SSE deformer; mathematics remains unchanged","D","Retain explicitly named legacy CPU adapter; no math rewrite","SDK/adapter symbol","const granny_uint8 w3 = src->BoneWeights[3];"
"src/EterGrnLib/Deform.cpp","185","DeformPWNT3432toGrannyPNGBT33332I","granny_pwnt3432_vertex;granny_uint8","Native CPU reference/fallback SSE deformer; mathematics remains unchanged","B","Retain explicitly named legacy CPU adapter; no math rewrite","SDK/adapter symbol","src = (const granny_pwnt3432_vertex*)((const granny_uint8*)src + SourceStride);"
"src/EterGrnLib/Deform.cpp","186","DeformPWNT3432toGrannyPNGBT33332I","granny_pnt332_vertex;granny_uint8","Native CPU reference/fallback SSE deformer; mathematics remains unchanged","B","Retain explicitly named legacy CPU adapter; no math rewrite","SDK/adapter symbol","dst = (granny_pnt332_vertex*)((granny_uint8*)dst + DestStride);"
"src/EterGrnLib/Deform.cpp","190","DeformPWNT3432toGrannyPNGBT33332","granny_int32x","Native CPU reference/fallback SSE deformer; mathematics remains unchanged","G","Retain explicitly named legacy CPU adapter; no math rewrite","SDK/adapter symbol","void DeformPWNT3432toGrannyPNGBT33332(granny_int32x Count, void const* SourceInit, void* DestInit,"
"src/EterGrnLib/Deform.cpp","191","DeformPWNT3432toGrannyPNGBT33332","granny_int32x;granny_matrix_4x4","Native CPU reference/fallback SSE deformer; mathematics remains unchanged","G","Retain explicitly named legacy CPU adapter; no math rewrite","SDK/adapter symbol","granny_int32x const* TransformTable, granny_matrix_4x4 const* Transforms,"
"src/EterGrnLib/Deform.cpp","192","DeformPWNT3432toGrannyPNGBT33332","granny_int32x","Native CPU reference/fallback SSE deformer; mathematics remains unchanged","G","Retain explicitly named legacy CPU adapter; no math rewrite","SDK/adapter symbol","granny_int32x SourceStride, granny_int32x DestStride)"
"src/EterGrnLib/Deform.h","2","file scope","granny.h","Native CPU reference/fallback SSE deformer; mathematics remains unchanged","G","Retain explicitly named legacy CPU adapter; no math rewrite","include","#include <granny.h>"
"src/EterGrnLib/Deform.h","4","DeformPWNT3432toGrannyPNGBT33332","granny_int32x","Native CPU reference/fallback SSE deformer; mathematics remains unchanged","G","Retain explicitly named legacy CPU adapter; no math rewrite","SDK/adapter symbol","void DeformPWNT3432toGrannyPNGBT33332(granny_int32x Count, void const* SourceInit, void* DestInit,"
"src/EterGrnLib/Deform.h","5","DeformPWNT3432toGrannyPNGBT33332","granny_int32x;granny_matrix_4x4","Native CPU reference/fallback SSE deformer; mathematics remains unchanged","G","Retain explicitly named legacy CPU adapter; no math rewrite","SDK/adapter symbol","granny_int32x const* TransformTable, granny_matrix_4x4 const* Transforms,"
"src/EterGrnLib/Deform.h","6","DeformPWNT3432toGrannyPNGBT33332","granny_int32x","Native CPU reference/fallback SSE deformer; mathematics remains unchanged","G","Retain explicitly named legacy CPU adapter; no math rewrite","SDK/adapter symbol","granny_int32x SourceStride, granny_int32x DestStride);"
"src/EterGrnLib/LODController.cpp","109","GrannyCreateSharedDeformBuffer","GrannyCreateSharedDeformBuffer","Actor LOD swapping and linked skeleton/Hair remap preservation","G;H","Consume neutral runtime metadata/pose/attachment API; retain only justified legacy interop","SDK/adapter symbol","void GrannyCreateSharedDeformBuffer()"
"src/EterGrnLib/LODController.cpp","118","GrannyDestroySharedDeformBuffer","GrannyDestroySharedDeformBuffer","Actor LOD swapping and linked skeleton/Hair remap preservation","G;H","Consume neutral runtime metadata/pose/attachment API; retain only justified legacy interop","SDK/adapter symbol","void GrannyDestroySharedDeformBuffer()"
"src/EterGrnLib/LODController.cpp","121","GrannyDestroySharedDeformBuffer","granny_shared_vbs","Actor LOD swapping and linked skeleton/Hair remap preservation","H","Consume neutral runtime metadata/pose/attachment API; retain only justified legacy interop","SDK/adapter symbol","TraceError(""granny_shared_vbs:"");"
"src/EterGrnLib/LODController.cpp","142","CGrannyLODController::SetMinLODMode","CGrannyLODController","Actor LOD swapping and linked skeleton/Hair remap preservation","E;H","Consume neutral runtime metadata/pose/attachment API; retain only justified legacy interop","legacy wrapper","void CGrannyLODController::SetMinLODMode(bool isEnable)"
"src/EterGrnLib/LODController.cpp","147","CGrannyLODController::SetMaterialImagePointer","CGrannyLODController","Actor LOD swapping and linked skeleton/Hair remap preservation","C;E;H","Consume neutral runtime metadata/pose/attachment API; retain only justified legacy interop","legacy wrapper","void CGrannyLODController::SetMaterialImagePointer(const char* c_szImageName, CGraphicImage* pImage)"
"src/EterGrnLib/LODController.cpp","149","CGrannyLODController::SetMaterialImagePointer","CGrannyModelInstance","Actor LOD swapping and linked skeleton/Hair remap preservation","H","Consume neutral runtime metadata/pose/attachment API; retain only justified legacy interop","legacy wrapper","std::deque<CGrannyModelInstance *>::iterator i;"
"src/EterGrnLib/LODController.cpp","152","CGrannyLODController::SetMaterialImagePointer","CGrannyModelInstance","Actor LOD swapping and linked skeleton/Hair remap preservation","H","Consume neutral runtime metadata/pose/attachment API; retain only justified legacy interop","legacy wrapper","CGrannyModelInstance* pkModelInst=(*i);"
"src/EterGrnLib/LODController.cpp","157","CGrannyLODController::SetMaterialData","CGrannyLODController","Actor LOD swapping and linked skeleton/Hair remap preservation","C;E;H","Consume neutral runtime metadata/pose/attachment API; retain only justified legacy interop","legacy wrapper","void CGrannyLODController::SetMaterialData(const char* c_szImageName, const SMaterialData& c_rkMaterialData)"
"src/EterGrnLib/LODController.cpp","159","CGrannyLODController::SetMaterialData","CGrannyModelInstance","Actor LOD swapping and linked skeleton/Hair remap preservation","H","Consume neutral runtime metadata/pose/attachment API; retain only justified legacy interop","legacy wrapper","std::deque<CGrannyModelInstance *>::iterator i;"
"src/EterGrnLib/LODController.cpp","162","CGrannyLODController::SetMaterialData","CGrannyModelInstance","Actor LOD swapping and linked skeleton/Hair remap preservation","H","Consume neutral runtime metadata/pose/attachment API; retain only justified legacy interop","legacy wrapper","CGrannyModelInstance* pkModelInst=(*i);"
"src/EterGrnLib/LODController.cpp","167","CGrannyLODController::SetSpecularInfo","CGrannyLODController","Actor LOD swapping and linked skeleton/Hair remap preservation","E;H","Consume neutral runtime metadata/pose/attachment API; retain only justified legacy interop","legacy wrapper","void CGrannyLODController::SetSpecularInfo(const char* c_szMtrlName, BOOL bEnable, float fPower)"
"src/EterGrnLib/LODController.cpp","169","CGrannyLODController::SetSpecularInfo","CGrannyModelInstance","Actor LOD swapping and linked skeleton/Hair remap preservation","H","Consume neutral runtime metadata/pose/attachment API; retain only justified legacy interop","legacy wrapper","std::deque<CGrannyModelInstance *>::iterator i;"
"src/EterGrnLib/LODController.cpp","172","CGrannyLODController::SetSpecularInfo","CGrannyModelInstance","Actor LOD swapping and linked skeleton/Hair remap preservation","H","Consume neutral runtime metadata/pose/attachment API; retain only justified legacy interop","legacy wrapper","CGrannyModelInstance* pkModelInst=(*i);"
"src/EterGrnLib/LODController.cpp","177","CGrannyLODController::CGrannyLODController","CGrannyLODController","Actor LOD swapping and linked skeleton/Hair remap preservation","E;H","Consume neutral runtime metadata/pose/attachment API; retain only justified legacy interop","legacy wrapper","CGrannyLODController::CGrannyLODController() :"
"src/EterGrnLib/LODController.cpp","182","CGrannyLODController::CGrannyLODController","CGrannyModelInstance","Actor LOD swapping and linked skeleton/Hair remap preservation","H","Consume neutral runtime metadata/pose/attachment API; retain only justified legacy interop","legacy wrapper","m_dwLODAniFPS(CGrannyModelInstance::ANIFPS_MAX),"
"src/EterGrnLib/LODController.cpp","188","CGrannyLODController::~CGrannyLODController","CGrannyLODController","Actor LOD swapping and linked skeleton/Hair remap preservation","E;H","Consume neutral runtime metadata/pose/attachment API; retain only justified legacy interop","legacy wrapper","CGrannyLODController::~CGrannyLODController()"
"src/EterGrnLib/LODController.cpp","195","CGrannyLODController::Clear","CGrannyLODController","Actor LOD swapping and linked skeleton/Hair remap preservation","E;H","Consume neutral runtime metadata/pose/attachment API; retain only justified legacy interop","legacy wrapper","void CGrannyLODController::Clear()"
"src/EterGrnLib/LODController.cpp","205","std::for_each","CGrannyModelInstance","Actor LOD swapping and linked skeleton/Hair remap preservation","H","Consume neutral runtime metadata/pose/attachment API; retain only justified legacy interop","legacy wrapper","std::for_each(m_que_pkModelInst.begin(), m_que_pkModelInst.end(), CGrannyModelInstance::Delete);"
"src/EterGrnLib/LODController.cpp","218","CGrannyLODController::AddModel","CGrannyLODController","Actor LOD swapping and linked skeleton/Hair remap preservation","A;E;H","Consume neutral runtime metadata/pose/attachment API; retain only justified legacy interop","legacy wrapper","void CGrannyLODController::AddModel(CGraphicThing * pThing, int iSrcModel, CGrannyLODController * pSkelLODController)"
"src/EterGrnLib/LODController.cpp","238","CGrannyLODController::AddModel","CGrannyModel","Actor LOD swapping and linked skeleton/Hair remap preservation","H","Consume neutral runtime metadata/pose/attachment API; retain only justified legacy interop","legacy wrapper","CGrannyModel * pModel = pThing->GetModelPointer(iSrcModel);"
"src/EterGrnLib/LODController.cpp","245","CGrannyLODController::AddModel","CGrannyModelInstance","Actor LOD swapping and linked skeleton/Hair remap preservation","H","Consume neutral runtime metadata/pose/attachment API; retain only justified legacy interop","legacy wrapper","CGrannyModelInstance * pModelInstance = CGrannyModelInstance::New();"
"src/EterGrnLib/LODController.cpp","294","CGrannyLODController::__ReserveSharedDeformableVertexBuffer","CGrannyLODController","Actor LOD swapping and linked skeleton/Hair remap preservation","B;E;G;H","Consume neutral runtime metadata/pose/attachment API; retain only justified legacy interop","legacy wrapper","void CGrannyLODController::__ReserveSharedDeformableVertexBuffer(DWORD deformableVertexCount)"
"src/EterGrnLib/LODController.cpp","305","CGrannyLODController::AttachModelInstance","CGrannyLODController","Actor LOD swapping and linked skeleton/Hair remap preservation","D;E;H","Consume neutral runtime metadata/pose/attachment API; retain only justified legacy interop","legacy wrapper","void CGrannyLODController::AttachModelInstance(CGrannyLODController * pSrcLODController, const char * c_szBoneName)"
"src/EterGrnLib/LODController.cpp","307","CGrannyLODController::AttachModelInstance","CGrannyModelInstance","Actor LOD swapping and linked skeleton/Hair remap preservation","E;H","Consume neutral runtime metadata/pose/attachment API; retain only justified legacy interop","legacy wrapper","CGrannyModelInstance * pSrcInstance = pSrcLODController->GetModelInstance();"
"src/EterGrnLib/LODController.cpp","311","CGrannyLODController::AttachModelInstance","CGrannyModelInstance","Actor LOD swapping and linked skeleton/Hair remap preservation","H","Consume neutral runtime metadata/pose/attachment API; retain only justified legacy interop","legacy wrapper","CGrannyModelInstance * pDestInstance = GetModelInstance();"
"src/EterGrnLib/LODController.cpp","344","CGrannyLODController::DetachModelInstance","CGrannyLODController","Actor LOD swapping and linked skeleton/Hair remap preservation","E;H","Consume neutral runtime metadata/pose/attachment API; retain only justified legacy interop","legacy wrapper","void CGrannyLODController::DetachModelInstance(CGrannyLODController * pSrcLODController)"
"src/EterGrnLib/LODController.cpp","346","CGrannyLODController::DetachModelInstance","CGrannyModelInstance","Actor LOD swapping and linked skeleton/Hair remap preservation","E;H","Consume neutral runtime metadata/pose/attachment API; retain only justified legacy interop","legacy wrapper","CGrannyModelInstance * pSrcInstance = pSrcLODController->GetModelInstance();"
"src/EterGrnLib/LODController.cpp","350","CGrannyLODController::DetachModelInstance","CGrannyModelInstance","Actor LOD swapping and linked skeleton/Hair remap preservation","H","Consume neutral runtime metadata/pose/attachment API; retain only justified legacy interop","legacy wrapper","CGrannyModelInstance * pDestInstance = GetModelInstance();"
"src/EterGrnLib/LODController.cpp","378","CGrannyLODController::SetLODLimits","CGrannyLODController","Actor LOD swapping and linked skeleton/Hair remap preservation","E;H","Consume neutral runtime metadata/pose/attachment API; retain only justified legacy interop","legacy wrapper","void CGrannyLODController::SetLODLimits(float /*fNearLOD*/, float fFarLOD)"
"src/EterGrnLib/LODController.cpp","383","CGrannyLODController::SetLODLevel","CGrannyLODController","Actor LOD swapping and linked skeleton/Hair remap preservation","E;H","Consume neutral runtime metadata/pose/attachment API; retain only justified legacy interop","legacy wrapper","void CGrannyLODController::SetLODLevel(BYTE bLodLevel)"
"src/EterGrnLib/LODController.cpp","391","CGrannyLODController::CreateDeviceObjects","CGrannyLODController","Actor LOD swapping and linked skeleton/Hair remap preservation","E;H","Consume neutral runtime metadata/pose/attachment API; retain only justified legacy interop","legacy wrapper","void CGrannyLODController::CreateDeviceObjects()"
"src/EterGrnLib/LODController.cpp","395","CGrannyModelInstance::FCreateDeviceObjects","CGrannyModelInstance","Actor LOD swapping and linked skeleton/Hair remap preservation","H","Consume neutral runtime metadata/pose/attachment API; retain only justified legacy interop","legacy wrapper","CGrannyModelInstance::FCreateDeviceObjects());"
"src/EterGrnLib/LODController.cpp","398","CGrannyLODController::DestroyDeviceObjects","CGrannyLODController","Actor LOD swapping and linked skeleton/Hair remap preservation","E;H","Consume neutral runtime metadata/pose/attachment API; retain only justified legacy interop","legacy wrapper","void CGrannyLODController::DestroyDeviceObjects()"
"src/EterGrnLib/LODController.cpp","402","CGrannyModelInstance::FDestroyDeviceObjects","CGrannyModelInstance","Actor LOD swapping and linked skeleton/Hair remap preservation","H","Consume neutral runtime metadata/pose/attachment API; retain only justified legacy interop","legacy wrapper","CGrannyModelInstance::FDestroyDeviceObjects());"
"src/EterGrnLib/LODController.cpp","405","CGrannyLODController::RenderWithOneTexture","CGrannyLODController","Actor LOD swapping and linked skeleton/Hair remap preservation","C;E;H","Consume neutral runtime metadata/pose/attachment API; retain only justified legacy interop","legacy wrapper","void CGrannyLODController::RenderWithOneTexture()"
"src/EterGrnLib/LODController.cpp","428","CGrannyLODController::BlendRenderWithOneTexture","CGrannyLODController","Actor LOD swapping and linked skeleton/Hair remap preservation","C;E;H","Consume neutral runtime metadata/pose/attachment API; retain only justified legacy interop","legacy wrapper","void CGrannyLODController::BlendRenderWithOneTexture()"
"src/EterGrnLib/LODController.cpp","434","CGrannyLODController::RenderWithTwoTexture","CGrannyLODController","Actor LOD swapping and linked skeleton/Hair remap preservation","C;E;H","Consume neutral runtime metadata/pose/attachment API; retain only justified legacy interop","legacy wrapper","void CGrannyLODController::RenderWithTwoTexture()"
"src/EterGrnLib/LODController.cpp","440","CGrannyLODController::BlendRenderWithTwoTexture","CGrannyLODController","Actor LOD swapping and linked skeleton/Hair remap preservation","C;E;H","Consume neutral runtime metadata/pose/attachment API; retain only justified legacy interop","legacy wrapper","void CGrannyLODController::BlendRenderWithTwoTexture()"
"src/EterGrnLib/LODController.cpp","446","CGrannyLODController::Update","CGrannyLODController","Actor LOD swapping and linked skeleton/Hair remap preservation","E;H","Consume neutral runtime metadata/pose/attachment API; retain only justified legacy interop","legacy wrapper","void CGrannyLODController::Update(float fElapsedTime, float fDistanceFromCenter, float fDistanceFromCamera)"
"src/EterGrnLib/LODController.cpp","452","CGrannyLODController::UpdateLODLevel","CGrannyLODController","Actor LOD swapping and linked skeleton/Hair remap preservation","E;H","Consume neutral runtime metadata/pose/attachment API; retain only justified legacy interop","legacy wrapper","void CGrannyLODController::UpdateLODLevel(float fDistanceFromCenter, float fDistanceFromCamera)"
"src/EterGrnLib/LODController.cpp","470","CGrannyLODController::UpdateLODLevel","CGrannyModelInstance","Actor LOD swapping and linked skeleton/Hair remap preservation","H","Consume neutral runtime metadata/pose/attachment API; retain only justified legacy interop","legacy wrapper","m_dwLODAniFPS = (DWORD) ((CGrannyModelInstance::ANIFPS_MAX - CGrannyModelInstance::ANIFPS_MIN) * fLODFactor / m_fLODDistance + static_cast<float>(CGrannyModelInstance::ANIFPS_MIN));"
"src/EterGrnLib/LODController.cpp","472","CGrannyLODController::UpdateLODLevel","CGrannyModelInstance","Actor LOD swapping and linked skeleton/Hair remap preservation","H","Consume neutral runtime metadata/pose/attachment API; retain only justified legacy interop","legacy wrapper","m_dwLODAniFPS = CGrannyModelInstance::ANIFPS_MIN;"
"src/EterGrnLib/LODController.cpp","515","CGrannyLODController::UpdateLODLevel","CGrannyModelInstance","Actor LOD swapping and linked skeleton/Hair remap preservation","H","Consume neutral runtime metadata/pose/attachment API; retain only justified legacy interop","legacy wrapper","m_dwLODAniFPS=CGrannyModelInstance::ANIFPS_MAX;"
"src/EterGrnLib/LODController.cpp","527","CGrannyLODController::UpdateTime","CGrannyLODController","Actor LOD swapping and linked skeleton/Hair remap preservation","E;H","Consume neutral runtime metadata/pose/attachment API; retain only justified legacy interop","legacy wrapper","void CGrannyLODController::UpdateTime(float fElapsedTime)"
"src/EterGrnLib/LODController.cpp","556","CGrannyLODController::SetCurrentModelInstance","CGrannyLODController;CGrannyModelInstance","Actor LOD swapping and linked skeleton/Hair remap preservation","E;H","Consume neutral runtime metadata/pose/attachment API; retain only justified legacy interop","legacy wrapper","void CGrannyLODController::SetCurrentModelInstance(CGrannyModelInstance * pgrnModelInstance)"
"src/EterGrnLib/LODController.cpp","572","CGrannyLODController::RefreshAttachedModelInstance","CGrannyLODController","Actor LOD swapping and linked skeleton/Hair remap preservation","E;H","Consume neutral runtime metadata/pose/attachment API; retain only justified legacy interop","legacy wrapper","void CGrannyLODController::RefreshAttachedModelInstance()"
"src/EterGrnLib/LODController.cpp","581","CGrannyLODController::RefreshAttachedModelInstance","CGrannyModelInstance","Actor LOD swapping and linked skeleton/Hair remap preservation","E;H","Consume neutral runtime metadata/pose/attachment API; retain only justified legacy interop","legacy wrapper","CGrannyModelInstance * pSrcInstance = rModelData.pkLODController->GetModelInstance();"
"src/EterGrnLib/LODController.cpp","584","CGrannyLODController::RefreshAttachedModelInstance","CGrannyLODController","Actor LOD swapping and linked skeleton/Hair remap preservation","E;H","Consume neutral runtime metadata/pose/attachment API; retain only justified legacy interop","legacy wrapper","Tracenf(""CGrannyLODController::RefreshAttachedModelInstance : m_AttachedModelDataVector[%d]->pkLODController->GetModelIntance()==NULL"", i);"
"src/EterGrnLib/LODController.cpp","592","CGrannyLODController::UpdateSkeleton","CGrannyLODController","Actor LOD swapping and linked skeleton/Hair remap preservation","D;E;H","Consume neutral runtime metadata/pose/attachment API; retain only justified legacy interop","legacy wrapper","void CGrannyLODController::UpdateSkeleton(const Math::Matrix * c_pWorldMatrix, float fElapsedTime)"
"src/EterGrnLib/LODController.cpp","598","CGrannyLODController::DeformAll","CGrannyLODController","Actor LOD swapping and linked skeleton/Hair remap preservation","E;G;H","Consume neutral runtime metadata/pose/attachment API; retain only justified legacy interop","legacy wrapper","void CGrannyLODController::DeformAll(const Math::Matrix * c_pWorldMatrix)"
"src/EterGrnLib/LODController.cpp","600","CGrannyLODController::DeformAll","CGrannyModelInstance","Actor LOD swapping and linked skeleton/Hair remap preservation","H","Consume neutral runtime metadata/pose/attachment API; retain only justified legacy interop","legacy wrapper","std::deque<CGrannyModelInstance *>::iterator i;"
"src/EterGrnLib/LODController.cpp","603","CGrannyLODController::DeformAll","CGrannyModelInstance","Actor LOD swapping and linked skeleton/Hair remap preservation","H","Consume neutral runtime metadata/pose/attachment API; retain only justified legacy interop","legacy wrapper","CGrannyModelInstance* pkModelInst=(*i);"
"src/EterGrnLib/LODController.cpp","608","CGrannyLODController::DeformNoSkin","CGrannyLODController","Actor LOD swapping and linked skeleton/Hair remap preservation","E;G;H","Consume neutral runtime metadata/pose/attachment API; retain only justified legacy interop","legacy wrapper","void CGrannyLODController::DeformNoSkin(const Math::Matrix * c_pWorldMatrix)"
